MethodCode,IndividuallySet,ProductCode,ByLocationId,ByLotNumber
WeightedAverage,true,Honda,true,false
Lot,false,Ford,false,false
WeightedAverage,true,Subaru,false,true
FirstInFirstOut,false,Infiniti,false,false
FirstInFirstOut,false,Mercury,false,false
MovingAverage,false,Cadillac,true,true
FirstInFirstOut,false,Dodge,false,true
Lot,false,Buick,false,false
Lot,true,Ford,false,false
FirstInFirstOut,false,Subaru,false,true
WeightedAverage,true,GMC,true,true
FirstInFirstOut,false,Porsche,true,true
Lot,false,Mitsubishi,false,false
FirstInFirstOut,false,Maybach,true,true
FirstInFirstOut,false,Mazda,true,false
MovingAverage,true,Dodge,false,true
Lot,false,Oldsmobile,true,false
MovingAverage,false,Dodge,false,false
WeightedAverage,false,Mercedes-Benz,false,true
FirstInFirstOut,true,Ford,false,true
FirstInFirstOut,true,Toyota,true,true
FirstInFirstOut,false,Jeep,true,false
FirstInFirstOut,true,Nissan,true,true
WeightedAverage,true,Pontiac,true,true
MovingAverage,false,Mazda,true,false
WeightedAverage,true,Dodge,false,false
MovingAverage,false,Volvo,false,true
WeightedAverage,false,Mercedes-Benz,true,true
FirstInFirstOut,false,Porsche,true,false
MovingAverage,false,Acura,true,false
FirstInFirstOut,false,Maserati,true,false
WeightedAverage,false,Nissan,true,true
Lot,true,Chrysler,false,false
Lot,false,Toyota,false,false
WeightedAverage,true,Volkswagen,false,false
MovingAverage,false,Ford,true,false
Lot,true,Volkswagen,true,false
WeightedAverage,true,Subaru,true,true
MovingAverage,false,Suzuki,false,false
MovingAverage,true,Bentley,false,false
Lot,true,Suzuki,true,true
FirstInFirstOut,true,Bentley,false,false
Lot,true,Pontiac,false,true
MovingAverage,false,Maserati,false,false
WeightedAverage,false,Ford,false,false
MovingAverage,true,Porsche,true,false
MovingAverage,false,Jeep,false,false
FirstInFirstOut,false,Ford,true,true
FirstInFirstOut,true,BMW,true,false
WeightedAverage,true,Plymouth,true,true
WeightedAverage,false,Mercedes-Benz,true,false
MovingAverage,true,Chrysler,false,true
Lot,false,Nissan,false,true
FirstInFirstOut,true,Pontiac,false,false
MovingAverage,false,Chevrolet,false,true
FirstInFirstOut,false,Pontiac,true,true
Lot,true,Chevrolet,true,false
WeightedAverage,false,Suzuki,true,false
FirstInFirstOut,true,Chevrolet,false,true
WeightedAverage,false,Dodge,false,false
WeightedAverage,false,Pontiac,true,true
Lot,false,Holden,false,true
Lot,false,Porsche,false,true
Lot,true,Mazda,false,true
FirstInFirstOut,false,Chevrolet,true,false
WeightedAverage,true,GMC,false,true
FirstInFirstOut,false,Cadillac,false,true
FirstInFirstOut,true,Nissan,false,true
MovingAverage,false,Buick,true,false
Lot,true,Nissan,true,true
MovingAverage,false,Acura,true,false
MovingAverage,true,Dodge,true,true
Lot,true,Volkswagen,false,true
WeightedAverage,false,Mercedes-Benz,true,false
FirstInFirstOut,false,Mitsubishi,false,false
FirstInFirstOut,true,Acura,false,false
MovingAverage,true,Ford,true,false
FirstInFirstOut,true,Volkswagen,false,true
WeightedAverage,true,BMW,true,false
Lot,true,Mazda,false,false
MovingAverage,true,Mercury,true,true
FirstInFirstOut,false,Volvo,true,false
FirstInFirstOut,true,Mitsubishi,true,true
FirstInFirstOut,false,Mercury,false,false
Lot,false,Mitsubishi,false,true
FirstInFirstOut,false,Kia,true,true
FirstInFirstOut,false,Nissan,false,true
Lot,true,Mercury,false,true
MovingAverage,false,Subaru,true,true
FirstInFirstOut,true,BMW,true,false
Lot,false,Mercedes-Benz,false,true
WeightedAverage,true,Lamborghini,true,false
MovingAverage,false,Infiniti,false,false
Lot,true,BMW,false,true
FirstInFirstOut,true,Mitsubishi,true,true
Lot,true,Chevrolet,false,false
FirstInFirstOut,true,Saab,true,true
FirstInFirstOut,false,Chevrolet,false,true
FirstInFirstOut,false,Mazda,true,false
Lot,false,Chevrolet,true,true
MovingAverage,true,Ford,false,false
WeightedAverage,false,Land Rover,true,false
Lot,true,Chevrolet,false,true
WeightedAverage,true,Mercedes-Benz,false,true
Lot,false,Bentley,false,true
WeightedAverage,true,Toyota,true,false
Lot,true,Pontiac,false,false
Lot,false,Mitsubishi,true,false
FirstInFirstOut,false,GMC,true,true
Lot,true,Pontiac,true,true
FirstInFirstOut,true,Aston Martin,true,true
Lot,false,Mazda,true,false
Lot,false,Volkswagen,true,true
WeightedAverage,false,Mazda,false,true
Lot,true,Toyota,false,false
FirstInFirstOut,false,Saturn,false,false
FirstInFirstOut,false,Mercedes-Benz,false,false
Lot,true,Toyota,false,false
Lot,true,Lincoln,true,true
FirstInFirstOut,true,Mazda,false,false
Lot,true,Land Rover,false,false
Lot,false,Volkswagen,true,false
Lot,false,Mercedes-Benz,false,false
WeightedAverage,true,Mitsubishi,false,true
MovingAverage,false,Chrysler,true,true
MovingAverage,false,Mitsubishi,true,true
Lot,false,Geo,false,false
FirstInFirstOut,false,Ford,true,true
MovingAverage,false,BMW,false,true
Lot,false,Chevrolet,true,true
Lot,false,Cadillac,false,true
FirstInFirstOut,false,Isuzu,false,true
FirstInFirstOut,false,Lotus,true,true
MovingAverage,true,Mitsubishi,true,true
FirstInFirstOut,false,Dodge,true,false
FirstInFirstOut,false,Infiniti,false,false
WeightedAverage,true,GMC,false,true
FirstInFirstOut,false,Toyota,false,false
FirstInFirstOut,false,MINI,false,false
FirstInFirstOut,true,Audi,true,false
FirstInFirstOut,false,Toyota,true,true
FirstInFirstOut,true,Mazda,false,false
FirstInFirstOut,true,Volkswagen,true,true
MovingAverage,false,Bentley,false,false
Lot,false,Ford,true,true
Lot,true,Buick,true,false
FirstInFirstOut,true,Ford,true,true
Lot,true,Infiniti,true,false
WeightedAverage,false,Lincoln,false,true
MovingAverage,true,Saturn,false,true
Lot,false,Ford,true,false
WeightedAverage,false,Nissan,false,true
WeightedAverage,false,Kia,false,true
WeightedAverage,false,Ford,false,true
FirstInFirstOut,false,Land Rover,true,true
WeightedAverage,false,Chevrolet,false,true
WeightedAverage,true,Ford,true,false
MovingAverage,true,BMW,true,true
FirstInFirstOut,false,Mitsubishi,false,true
FirstInFirstOut,true,Mercedes-Benz,false,true
FirstInFirstOut,false,Volkswagen,false,true
MovingAverage,true,Audi,false,true
FirstInFirstOut,true,GMC,false,true
WeightedAverage,false,Pontiac,true,false
Lot,false,Mercedes-Benz,false,true
MovingAverage,true,Dodge,false,false
FirstInFirstOut,false,Land Rover,true,false
Lot,false,Acura,true,false
MovingAverage,true,Subaru,true,false
WeightedAverage,false,Nissan,true,true
Lot,true,Isuzu,true,true
WeightedAverage,true,Cadillac,false,false
Lot,false,Dodge,false,true
Lot,false,Toyota,true,false
FirstInFirstOut,true,Dodge,false,false
WeightedAverage,false,Volkswagen,true,false
WeightedAverage,true,Mercedes-Benz,true,false
MovingAverage,false,Pontiac,true,false
Lot,false,Audi,true,true
FirstInFirstOut,false,Ford,false,true
MovingAverage,false,Dodge,false,false
FirstInFirstOut,false,Nissan,true,false
MovingAverage,false,Mazda,false,false
FirstInFirstOut,true,Ferrari,false,true
WeightedAverage,true,Chevrolet,false,true
WeightedAverage,true,Suzuki,false,true
FirstInFirstOut,true,Volkswagen,true,false
WeightedAverage,true,Chevrolet,true,false
MovingAverage,false,Dodge,false,true
MovingAverage,true,Mercedes-Benz,true,true
FirstInFirstOut,false,Mercedes-Benz,true,false
MovingAverage,false,BMW,true,true
FirstInFirstOut,false,GMC,true,false
Lot,false,Nissan,false,true
Lot,false,Porsche,true,true
WeightedAverage,true,Ford,false,true
MovingAverage,false,Volvo,true,true
FirstInFirstOut,true,Chevrolet,false,false
WeightedAverage,false,Dodge,true,true
WeightedAverage,true,Ford,true,false
FirstInFirstOut,true,Maybach,false,true
WeightedAverage,false,Subaru,true,true
MovingAverage,true,Volkswagen,true,true
FirstInFirstOut,false,MINI,false,true
MovingAverage,false,Subaru,false,false
Lot,false,Mercury,false,false
MovingAverage,false,Dodge,true,false
FirstInFirstOut,true,Toyota,true,false
WeightedAverage,true,Infiniti,true,false
Lot,false,Mazda,true,true
WeightedAverage,false,Lincoln,false,false
MovingAverage,true,Jaguar,false,true
WeightedAverage,false,Ford,false,true
FirstInFirstOut,true,Oldsmobile,false,true
WeightedAverage,false,Dodge,false,true
MovingAverage,false,BMW,false,false
MovingAverage,false,Chevrolet,false,true
WeightedAverage,true,Pontiac,false,true
Lot,false,Ford,true,true
FirstInFirstOut,true,Hyundai,false,true
MovingAverage,true,Mazda,true,true
WeightedAverage,true,Volkswagen,false,true
WeightedAverage,false,Honda,false,true
FirstInFirstOut,false,Chevrolet,false,false
FirstInFirstOut,false,BMW,false,true
FirstInFirstOut,true,Chevrolet,false,false
WeightedAverage,false,BMW,false,false
Lot,true,Ford,true,false
FirstInFirstOut,false,Acura,false,true
FirstInFirstOut,true,Land Rover,false,false
FirstInFirstOut,true,Daewoo,true,true
WeightedAverage,false,Volkswagen,true,false
Lot,true,Toyota,false,true
MovingAverage,false,Mitsubishi,true,true
MovingAverage,false,Oldsmobile,false,true
MovingAverage,false,Dodge,true,false
MovingAverage,false,Jaguar,true,true
WeightedAverage,false,GMC,true,false
WeightedAverage,true,Toyota,true,true
WeightedAverage,false,Infiniti,false,true
MovingAverage,true,Mazda,true,true
FirstInFirstOut,true,Nissan,false,true
Lot,false,Toyota,true,true
Lot,true,Subaru,true,false
FirstInFirstOut,true,Pontiac,false,false
Lot,false,Volkswagen,true,true
FirstInFirstOut,true,Audi,true,false
WeightedAverage,false,Lotus,false,true
FirstInFirstOut,true,Volkswagen,true,true
Lot,false,Mitsubishi,false,false
